canonical_athlete_id,name,sex,primary_weight_class,active_year_first,active_year_last,total_matches
athlete_4302,Yuji Arai,M|F,77KG,1999,2022,58
athlete_84,Alexandre Ribeiro,M,99KG,2003,2022,43
athlete_5463,Tomas Szczerek,M|F,+99KG,1998,2022,41
athlete_16,Marcelo Garcia,M,77KG,2003,2011,32
athlete_419,Leonardo Vieira,M,66KG,2000,2017,30
athlete_481,Saulo Ribeiro,M,88KG,1999,2009,30
athlete_224,Roberto Abreu,M,+99KG,2009,2022,29
athlete_1369,Dean Lister,M,99KG,2001,2015,28
athlete_733,Vinicius Magalhaes,M,+99KG,2009,2022,28
athlete_144,Andre Galvao,M,ABS,2007,2022,27
athlete_573,Fabricio Werdum,M,+99KG,2003,2011,26
athlete_919,Pablo Popovitch,M,77KG,2003,2015,26
athlete_576,Rafael Lovato Jr,M,88KG,2007,2022,26
athlete_6438,Chael Sonnen,M,ABS,1999,2022,24
athlete_6167,Ricco Rodriguez,M,+99KG,1998,2009,24
athlete_1023,Baret Yoshida,M,66KG,1999,2017,22
athlete_9,Marcio Cruz,M,+99KG,2001,2009,22
athlete_984,Marcus Almeida,M,+99KG,2013,2019,22
athlete_6550,Gordon Ryan,M,ABS,2017,2022,21
athlete_147,Rubens Charles,M,66KG,2009,2017,20
athlete_727,Alexandre de Freitas,M,66KG,1998,2003,19
athlete_278,Ricardo Almeida,M,99KG,1999,2003,19
athlete_1740,Yuri Simoes,M,ABS,2015,2022,19
athlete_2416,Felipe Pena,M,99KG,2015,2022,18
athlete_5649,Gary Tonon,M,77KG,2013,2022,18
athlete_320,Romulo Barral,M,88KG,2007,2017,18
athlete_8394,Vagner Rocha,M,77KG,2011,2022,17
athlete_422,Braulio Estima,M,ABS,2005,2013,16
athlete_595,Gabrielle Garcia,F,+60KG,2011,2022,16
athlete_3009,Keenan Cornelius,M,88KG,2013,2017,16
athlete_5861,Jared Dopp,M,+99KG,2013,2019,15
athlete_88,Jean Jacques Machado,M,77KG,1999,2005,15
athlete_2403,Joao Gabriel Rocha,M,+99KG,2013,2022,15
athlete_967,Jonathan Torres,M,77KG,2011,2022,15
athlete_52,Renzo Gracie,M,77KG,1998,2011,15
athlete_515,Royler Gracie,M,66KG,1999,2003,15
athlete_8346,Craig Jones,M,88KG,2017,2022,14
athlete_644,Joao Assis,M,99KG,2011,2017,14
athlete_117,Ronaldo Souza,M,88KG,2003,2011,14
athlete_188,Augusto Mendes,M,66KG,2011,2019,13
athlete_2452,Orlando Sanchez,M,+99KG,2013,2022,13
athlete_177,Rany Yahya,M,66KG,2003,2009,13
athlete_93,Ricardo Arona,M,99KG,2000,2003,13
athlete_505,Roger Gracie,M,99KG,2003,2007,13
athlete_410,Claudio Calasans,M,ABS,2011,2017,12
athlete_3592,Igor Praporschchikov,M,66KG,1999,2019,12
athlete_358,Lucas Lepri,M,77KG,2013,2019,12
athlete_179,Rafael Mendes,M,66KG,2009,2013,12
athlete_610,Jeff Glover,M,66KG,2007,2015,11
athlete_jeff-monson-m,Jeff Monson,M,99KG,1999,2011,11
athlete_232,Jose Mario Sperry,M,ABS,1998,2013,11
athlete_5842,Mahamed Aly,M,ABS,2017,2019,11
athlete_687,Marcio Feitosa,M,77KG,2000,2005,11
athlete_484,Murilo Santana,M,88KG,2009,2019,11
athlete_788,Kron Gracie,M,77KG,2009,2013,10
athlete_292,Leonardo Santos,M,77KG,2001,2009,10
athlete_12110,Nick Rodriguez,M,+99KG,2019,2022,10
athlete_591,Ricardo Liborio,M,88KG,1999,2001,10
athlete_1817,Rigan Machado,M,99KG,1999,2003,10
athlete_247,Rodolfo Vieira,M,99KG,2011,2015,10
athlete_a-cacareco-m,A. Cacareco,M,ABS,2001,2007,9
athlete_4328,AJ Agazarm,M,66KG,2013,2022,9
athlete_7535,Bianca Basilio,F,60KG,2017,2022,9
athlete_david-avellan-m,David Avellan,M,88KG,2005,2013,9
athlete_8974,Kaynan Duarte,M,+99KG,2019,2022,9
athlete_8682,Lachlan Giles,M,ABS,2015,2022,9
athlete_4977,Nate Marquardt,M|F,88KG,2003,2019,9
athlete_8116,Dante Leon,M,77KG,2019,2022,8
athlete_112,Demian Maia,M,88KG,2005,2007,8
athlete_4996,Geovanny Martinez,M,66KG,2015,2022,8
athlete_1398,Justin Rader,M,66KG,2009,2013,8
athlete_7507,Nicholas Meregali,M,99KG,2022,2022,8
athlete_2107,Otavio Sousa,M,77KG,2013,2015,8
athlete_2999,Paulo Miyao,M,66KG,2017,2019,8
athlete_195,Robson Moura,M,66KG,2001,2011,8
athlete_10579,Rodrigo Gracie,M,77KG,1998,2001,8
athlete_559,Rodrigo Medeiros,M,ABS,2000,2003,8
athlete_477,Tarsis Humpreys,M,88KG,2007,2009,8
athlete_12003,Tye Ruotolo,M,66KG,2019,2022,8
athlete_174,Bruno Frazatto,M,66KG,2011,2019,7
athlete_5655,Lucas Daniel Barbosa,M,88KG,2019,2022,7
athlete_1204,Roberto Traven,M,ABS,1999,2001,7
athlete_9180,Vinicius Ferreira,M,99KG,2019,2022,7
athlete_81,Vitor Ribeiro,M,77KG,2000,2003,7
athlete_9404,Ffion Davies,F,60KG,2019,2022,6
athlete_11797,Giancarlo Bodoni,M,88KG,2022,2022,6
athlete_3200,Jackson Sousa,M,99KG,2017,2019,6
athlete_7096,Josh Hinger,M,88KG,2019,2022,6
athlete_9031,Kennedy Maciel,M,66KG,2019,2022,6
athlete_mark-kerr-m,Mark Kerr,M,ABS,2000,2003,6
athlete_5423,Matheus Diniz,M,88KG,2019,2022,6
athlete_8069,Pablo Mantovani,M,66KG,2017,2019,6
athlete_4310,Tim Spriggs,M,+99KG,2017,2019,6
athlete_10159,Victor Hugo,M,+99KG,2019,2022,6
athlete_bia-mesquita-f,Bia Mesquita,F,65KG,2015,2024,5
athlete_428,Celso Vinicius,M,77KG,2017,2019,5
athlete_2226,DeAlonzio Jackson,M,77KG,2013,2019,5
athlete_1388,Gunnar Nelson,M,ABS,2009,2011,5
athlete_1031,Jake Shields,M,77KG,2005,2017,5
athlete_10588,Jon Blank,M,88KG,2019,2019,5
athlete_720,Jorge Patino,M,88KG,2000,2005,5
athlete_1272,Leonardo Nogueira,M,99KG,2013,2013,5
athlete_4430,Patrick Gaudio,M,99KG,2019,2022,5
athlete_11991,Pedro Marinho,M,88KG,2019,2022,5
athlete_725,Ryan Hall,M,66KG,2009,2011,5
athlete_adele-fornarino-f,Adele Fornarino,F,55KG,2024,2024,4
athlete_387,Antonio Braga Neto,M,99KG,2011,2019,4
athlete_12,Antonio Schembri,M,88KG,2001,2001,4
athlete_1119,Beatriz Mesquita,F,60KG,2019,2022,4
athlete_637,Bruno Bastos,M,ABS,2009,2017,4
athlete_1386,Davi Ramos,M,77KG,2015,2015,4
athlete_4965,David Terrell,M,88KG,2003,2003,4
athlete_10840,Diego Oliveira,M,66KG,2022,2022,4
athlete_5258,Dillon Danis,M,ABS,2015,2017,4
athlete_11823,Diogo Reis,M,66KG,2022,2022,4
athlete_6518,Egan Inoue,M,88KG,1999,2001,4
athlete_9051,Gabriel Sousa,M,66KG,2022,2022,4
athlete_446,Gilbert Burns,M,77KG,2015,2015,4
athlete_2997,Joao Miyao,M,66KG,2013,2013,4
athlete_11568,Joshua Cisneros,M,66KG,2022,2022,4
athlete_12005,Kade Ruotolo,M,77KG,2022,2022,4
athlete_kaynan-duarte-m,Kaynan Duarte,M,99KG,2024,2024,4
athlete_4488,Kethe Engen,F|M,+99KG,2009,2022,4
athlete_2444,Mackenzie Dern,F,60KG,2015,2017,4
athlete_11789,Mason Fowler,M,88KG,2019,2022,4
athlete_1858,Matt Serra,M,77KG,2001,2001,4
athlete_12122,Micael Galvao,M,77KG,2022,2022,4
athlete_11735,Nicky Ryan,M,66KG,2017,2022,4
athlete_9344,Paul Schreiner,M,77KG,2022,2022,4
athlete_7539,Renato Forasieppi Canuto,M,77KG,2019,2022,4
athlete_378,Robert Drysdale,M,ABS,2007,2009,4
athlete_431,Rousimar Palhares,M,88KG,2011,2011,4
athlete_138,Sergio Moraes,M,88KG,2011,2011,4
athlete_1617,Victor Estima,M,77KG,2011,2011,4
athlete_5509,Victor Honorio,M,+99KG,2017,2017,4
athlete_9246,Aaron Johnson,M,ABS,2019,2019,3
athlete_12639,Amy Campo,F,+60KG,2022,2022,3
athlete_12599,Brianna Ste-Marie,F,60KG,2022,2022,3
athlete_2956,Cristiano Lazzarini,M,99KG,2007,2013,3
athlete_4317,Eddie Bravo,M,66KG,2003,2003,3
athlete_562,Eduardo Telles,M,99KG,2005,2005,3
athlete_12922,Elder Cruz,M,99KG,2022,2022,3
athlete_7247,Enrico Cocco,M,77KG,2011,2017,3
athlete_11223,Ethan Crelinsten,M,66KG,2017,2022,3
athlete_11497,Fabricio Andrey,M,66KG,2022,2022,3
athlete_gabriel-napao-m,Gabriel Napao,M,+99KG,2005,2005,3
athlete_1696,Garth Taylor,M,ABS,1999,1999,3
athlete_1329,Gerardi Rinaldi,M,+99KG,2009,2011,3
athlete_4248,Gianni Grippo,M,66KG,2015,2019,3
athlete_glover-teixeira-m,Glover Teixeira,M,99KG,2009,2011,3
athlete_1322,Gregor Gracie,M,77KG,2009,2009,3
athlete_1827,James Puopolo,M,99KG,2013,2019,3
athlete_john-hansen-m,John Hansen,M,+99KG,2019,2022,3
athlete_kamil-uminski-m,Kamil Uminski,M,99KG,2013,2017,3
athlete_kareem-barkalev-m,Kareem Barkalev,M,88KG,1998,2000,3
athlete_12491,Keith Krikorian,M,66KG,2019,2022,3
athlete_luke-griffith-m,Luke Griffith,M,+99KG,2022,2024,3
athlete_m-perez-m,M. Perez,M,88KG,2015,2017,3
athlete_1774,Mark Ramos,M,66KG,2011,2015,3
athlete_6805,Max Gimenis,M,+99KG,2019,2022,3
athlete_1583,Mike Fowler,M,77KG,2007,2007,3
athlete_627,Murilo Bustamante,M,99KG,1999,1999,3
athlete_olav-einemo-m,Olav Einemo,M,99KG,2001,2003,3
athlete_11707,Oliver Taza,M,77KG,2017,2022,3
athlete_7502,Paul Ardila-Ibarra,M,99KG,2017,2022,3
athlete_11656,Rafaela Guedes,F,+60KG,2022,2022,3
athlete_9559,Rida Haisam,M,+99KG,2022,2022,3
athlete_10880,Roberto Jimenez,M,77KG,2022,2022,3
athlete_550,Roberto Magalhaes,M,88KG,2000,2000,3
athlete_543,Rodrigo Cavaca,M,+99KG,2009,2015,3
athlete_4759,Roger Neff,M,66KG,2001,2022,3
athlete_11499,Roosevelt Sousa,M,+99KG,2022,2022,3
athlete_rustam-chsiev-m,Rustam Chsiev,M,88KG,2015,2015,3
athlete_sean-alvarez-m,Sean Alvarez,M,+99KG,1998,2001,3
athlete_t-yano-m,T. Yano,M,66KG,2000,2001,3
athlete_4455,Yukiyasu Ozawa,M,77KG,2001,2015,3
athlete_4282,Yurika Nakakura,F|M,+60KG,2005,2013,3
athlete_abdulkadirov-magomed-m,Abdulkadirov Magomed,M,77KG,2015,2015,2
athlete_8494,Abdurakhman Bilarov,M,99KG,2017,2017,2
athlete_3083,Abraham Marte Messina,M,+99KG,2015,2015,2
athlete_7478,Adam Wardzinski,M,88KG,2019,2019,2
athlete_486,Amaury Bitetti,M,88KG,1999,1999,2
athlete_amy-campo-f,Amy Campo,F,ABS,2024,2024,2
athlete_ana-vieira-f,Ana Vieira,F,65KG,2024,2024,2
athlete_12703,Andy Varela,M,77KG,2022,2022,2
athlete_antoine-joude-m,Antoine Joude,M,99KG,2005,2005,2
athlete_911,Antonio Peinado,M,99KG,2011,2011,2
athlete_bianca-basilio-f,Bianca Basilio,F,55KG,2024,2024,2
athlete_6792,Cassio Francis,M,99KG,2015,2015,2
athlete_chris-brown-m,Chris Brown,M,77KG,2001,2003,2
athlete_1523,Clark Gracie,M,77KG,2011,2013,2
athlete_cyborg-abreu-m,Cyborg Abreu,M,ABS,2024,2024,2
athlete_daniel-manasoiu-m,Daniel Manasoiu,M,+99KG,2024,2024,2
athlete_1736,Daniel Simoes,M,+99KG,2005,2005,2
athlete_dante-leon-m,Dante Leon,M,ABS,2024,2024,2
athlete_darren-andy-m,Darren Andy,M,+99KG,2007,2007,2
athlete_denis-roberts-m,Denis Roberts,M,+99KG,2005,2009,2
athlete_dennis-hallman-m,Dennis Hallman,M,77KG,2000,2005,2
athlete_diego-pato-m,Diego Pato,M,66KG,2024,2024,2
athlete_diogo-reis-m,Diogo Reis,M,66KG,2024,2024,2
athlete_7442,Edward Cummings,M,66KG,2015,2015,2
athlete_5238,Edwin Najmi,M,77KG,2019,2019,2
athlete_eliott-kelly-m,Eliott Kelly,M,99KG,2017,2017,2
athlete_felipe-costa-m,Felipe Costa,M,88KG,2024,2024,2
athlete_felipe-pena-m,Felipe Pena,M,+99KG,2024,2024,2
athlete_1044,Flavio Almeida,M,88KG,2007,2007,2
athlete_6071,Gabriel Arges,M,88KG,2019,2019,2
athlete_8560,Gabriel Lucas,M,+99KG,2015,2015,2
athlete_5061,Gabriel Rollo,M,77KG,2015,2015,2
athlete_giancarlo-bodoni-m,Giancarlo Bodoni,M,88KG,2024,2024,2
athlete_620,Gustavo Dantas,M,66KG,2001,2003,2
athlete_helena-crevar-f,Helena Crevar,F,65KG,2024,2024,2
athlete_ilir-lafiti-m,Ilir Lafiti,M,99KG,2003,2003,2
athlete_1526,James Brasco,M,88KG,2009,2017,2
athlete_janne-pekka-m,Janne-Pekka,M,+99KG,2011,2015,2
athlete_jasmine-rocha-f,Jasmine Rocha,F,55KG,2024,2024,2
athlete_jay-rodriguez-m,Jay Rodriguez,M,88KG,2024,2024,2
athlete_12259,Jeremy Skinner,M,66KG,2022,2022,2
athlete_jerry-bolander-m,Jerry Bolander,M,88KG,1999,2000,2
athlete_josh-cisneros-m,Josh Cisneros,M,66KG,2024,2024,2
athlete_10885,Kendall Reusing,F,+60KG,2022,2022,2
athlete_kendall-reusing-f,Kendall Reusing,F,+65KG,2024,2024,2
athlete_10705,Kyle Boehm,M,99KG,2022,2022,2
athlete_875,Lucas Leite,M,88KG,2013,2013,2
athlete_6095,Mansher Khera,M,77KG,2017,2017,2
athlete_9706,Marcelo Mafra,M,77KG,2017,2017,2
athlete_4163,Marcio Andre Barbosa Junior,M,66KG,2013,2013,2
athlete_3099,Marcio Corleta,M,+99KG,2005,2005,2
athlete_9002,Matheus Gabriel Barros,M,66KG,2019,2019,2
athlete_mica-galvao-m,Mica Galvao,M,77KG,2024,2024,2
athlete_8427,Michael Perez,M,88KG,2019,2019,2
athlete_nathiely-de-jesus-f,Nathiely De Jesus,F,+65KG,2024,2024,2
athlete_nicolas-renier-m,Nicolas Renier,M,66KG,2013,2013,2
athlete_oskar-piechota-m,Oskar Piechota,M,88KG,2013,2013,2
athlete_pj-barch-m,PJ Barch,M,77KG,2024,2024,2
athlete_8241,Radoslaw Turek,M,99KG,2009,2011,2
athlete_rafael-lovato-jr-m,Rafael Lovato Jr.,M,99KG,2024,2024,2
athlete_rafaela-guedes-f,Rafaela Guedes,F,+65KG,2024,2024,2
athlete_ricardo-moraes-m,Ricardo Moraes,M,+99KG,1998,2000,2
athlete_338,Ricardo Vieira,M,66KG,2013,2013,2
athlete_10357,Richard Alarcon,M,66KG,2019,2019,2
athlete_roberto-abreu-m,Roberto Abreu,M,99KG,2024,2024,2
athlete_70,Rolles Gracie,M,+99KG,2007,2007,2
athlete_12751,Sam McNally,M,66KG,2022,2022,2
athlete_sanae-kikuta-m,Sanae Kikuta,M,88KG,1999,2001,2
athlete_sasha-palvski-m,Sasha Palvski,M,66KG,1999,1999,2
athlete_sasha-savko-m,Sasha Savko,M,88KG,1999,2000,2
athlete_1319,Shinya Aoki,M,77KG,2005,2005,2
athlete_t-suzuki-m,T. Suzuki,M,66KG,2005,2007,2
athlete_4980,Talita Treta,F|M,+60KG,2007,2017,2
athlete_tero-pyylampi-m,Tero Pyylampi,M,77KG,2013,2017,2
athlete_5324,Thomas DeBlass,M,+99KG,2009,2017,2
athlete_timo-juhani-m,Timo-Juhani,M,66KG,2009,2011,2
athlete_tito-ortiz-m,Tito Ortiz,M,99KG,2000,2000,2
athlete_tomasz-narkun-m,Tomasz Narkun,M,99KG,2013,2015,2
athlete_1994,Travis Lutter,M,88KG,2000,2001,2
athlete_vagner-rocha-m,Vagner Rocha,M,77KG,2024,2024,2
athlete_vitor-belfort-m,Vitor Belfort,M,ABS,2001,2001,2
athlete_a-hamlet-m,A. Hamlet,M,66KG,2000,2000,1
athlete_a-zhanpeisov-m,A. Zhanpeisov,M,ABS,2017,2017,1
athlete_abdulaev-ruslan-m,Abdulaev Ruslan,M,+99KG,2017,2017,1
athlete_adam-sachnoff-m,Adam Sachnoff,M,99KG,2015,2015,1
athlete_adrian-serrano-m,Adrian Serrano,M,88KG,1998,1998,1
athlete_akihiro-gono-m,Akihiro Gono,M,88KG,1999,1999,1
athlete_akira-shoji-m,Akira Shoji,M,88KG,2003,2003,1
athlete_akira-shouji-m,Akira Shouji,M,88KG,1999,1999,1
athlete_6351,Alec Baulding,M,88KG,2019,2019,1
athlete_alex-negao-m,Alex Negao,M,+99KG,2003,2003,1
athlete_1757,Alexander Trans,M,+99KG,2011,2011,1
athlete_9793,Alexandre Jesus,M,88KG,2022,2022,1
athlete_8525,Alexandre Vieira,M,66KG,2015,2015,1
athlete_alian-drueco-m,Alian Drueco,M,99KG,2013,2013,1
athlete_allan-teo-m,Allan Teo,M,66KG,2003,2003,1
athlete_7012,Amanda Alequin / Santana,F,+60KG,2017,2017,1
athlete_12064,Amanda Leve,F,+60KG,2019,2019,1
